,EPPO_CODE,preferred_name,synonym,ds_language,pivot,EFSA_PHT
1105,XYLEFA,Xylella fastidiosa,Pierce's disease of grapevine,en,pierce's disease of grapevine,XylellaFastidiosa-PHT
1106,XYLEFA,Xylella fastidiosa,maladie de Pierce,fr,maladie de pierce,XylellaFastidiosa-PHT
1107,XYLEFA,Xylella fastidiosa,enanismo de la alfalfa,es,enanismo de la alfalfa,XylellaFastidiosa-PHT
1108,XYLEFA,Xylella fastidiosa,enfermedad de Pierce,es,enfermedad de pierce,XylellaFastidiosa-PHT
1109,CERAFP,Ceratocystis platani,canker of sycamore,en,canker of sycamore,CeratocystisPlatani-PHT
1110,CERAFP,Ceratocystis platani,canker stain of plane,en,canker stain of plane,CeratocystisPlatani-PHT
1111,CERAFP,Ceratocystis platani,chancre coloré du platane,fr,chancre coloré du platane,CeratocystisFimbriata-PHT
1112,CERAFP,Ceratocystis platani,chancre coloré du platane,fr,chancre coloré du platane,CeratocystisPlatani-PHT
1113,CERAFP,Ceratocystis platani,tache chancreuse du platane,fr,tache chancreuse du platane,CeratocystisPlatani-PHT
1114,CERAFP,Ceratocystis platani,chancro colorado del plátano,es,chancro colorado del plátano,CeratocystisPlatani-PHT
1115,CERAFP,Ceratocystis platani,cancro colorato del platano,it,cancro colorato del platano,CeratocystisPlatani-PHT
1116,CERAFP,Ceratocystis platani,platanensterfte,nl,platanensterfte,CeratocystisPlatani-PHT
1117,CERAFP,Ceratocystis platani,cancro-do-azulamento-do-plátano,pt,cancro-do-azulamento-do-plátano,CeratocystisPlatani-PHT
1118,CERAFP,Ceratocystis platani,platanvissnesjuka,sv,platanvissnesjuka,CeratocystisPlatani-PHT
1119,GIBBCI,Fusarium circinatum,pitch canker of pine,en,pitch canker of pine,FusariumCircinatum-PHT
1120,GIBBCI,Fusarium circinatum,chancre résineux du pin,fr,chancre résineux du pin,FusariumCircinatum-PHT
1121,GEOHMO,Geosmithia morbida,thousand cankers disease,en,thousand cankers disease,GeosmithiaMorbida-PHT
1122,SYNCEN,Synchytrium endobioticum,black scab of potato,en,black scab of potato,SynchytriumEndobioticum-PHT
1123,SYNCEN,Synchytrium endobioticum,black wart of potato,en,black wart of potato,SynchytriumEndobioticum-PHT
1124,SYNCEN,Synchytrium endobioticum,wart disease of potato,en,wart disease of potato,SynchytriumEndobioticum-PHT
1125,SYNCEN,Synchytrium endobioticum,wart of potato,en,wart of potato,SynchytriumEndobioticum-PHT
1126,SYNCEN,Synchytrium endobioticum,galle verruqueuse de la pomme de terre,fr,galle verruqueuse de la pomme de terre,SynchytriumEndobioticum-PHT
1127,SYNCEN,Synchytrium endobioticum,maladie verruqueuse de la pomme de terre,fr,maladie verruqueuse de la pomme de terre,SynchytriumEndobioticum-PHT
1128,SYNCEN,Synchytrium endobioticum,tumeur verruqueuse de la pomme de terre,fr,tumeur verruqueuse de la pomme de terre,SynchytriumEndobioticum-PHT
1129,SYNCEN,Synchytrium endobioticum,sarna negra de la papa,es,sarna negra de la papa,SynchytriumEndobioticum-PHT
1130,SYNCEN,Synchytrium endobioticum,sarna verrugosa de la patata,es,sarna verrugosa de la patata,SynchytriumEndobioticum-PHT
1131,SYNCEN,Synchytrium endobioticum,Рак картофеля,ru,рак картофеля,SynchytriumEndobioticum-PHT
1132,ALECSN,Aleurocanthus spiniferus,citrus mealywing,en,citrus mealywing,Aleurocanthus-PHT
1133,ALECSN,Aleurocanthus spiniferus,citrus mealywing,en,citrus mealywing,AleurocanthusSpiniferus-PHT
1134,ALECSN,Aleurocanthus spiniferus,citrus spiny whitefly,en,citrus spiny whitefly,Aleurocanthus-PHT
1135,ALECSN,Aleurocanthus spiniferus,citrus spiny whitefly,en,citrus spiny whitefly,AleurocanthusSpiniferus-PHT
1136,ALECSN,Aleurocanthus spiniferus,orange spiny whitefly,en,orange spiny whitefly,Aleurocanthus-PHT
1138,ALECSN,Aleurocanthus spiniferus,orange spiny whitefly,en,orange spiny whitefly,AleurocanthusSpiniferus-PHT
1139,ALECSN,Aleurocanthus spiniferus,spiny blackfly,en,spiny blackfly,Aleurocanthus-PHT
1140,ALECSN,Aleurocanthus spiniferus,spiny blackfly,en,spiny blackfly,AleurocanthusSpiniferus-PHT
1141,ALECSN,Aleurocanthus spiniferus,aleurode épineux du citronnier,fr,aleurode épineux du citronnier,Aleurocanthus-PHT
1142,ALECSN,Aleurocanthus spiniferus,aleurode épineux du citronnier,fr,aleurode épineux du citronnier,AleurocanthusSpiniferus-PHT
1143,ALECSN,Aleurocanthus spiniferus,aleurode épineux du citronnier,fr,aleurode épineux du citronnier,BemisiaTabaci-PHT
1144,ALECSN,Aleurocanthus spiniferus,djeroek-motschildluis,nl,djeroek-motschildluis,Aleurocanthus-PHT
1145,ALECSN,Aleurocanthus spiniferus,djeroek-motschildluis,nl,djeroek-motschildluis,AleurocanthusSpiniferus-PHT
1146,ALECSN,Aleurocanthus spiniferus,mikan-toge-konazirami,ja,mikan-toge-konazirami,Aleurocanthus-PHT
1147,ALECSN,Aleurocanthus spiniferus,mikan-toge-konazirami,ja,mikan-toge-konazirami,AleurocanthusSpiniferus-PHT
1148,ANOLCN,Anoplophora chinensis,black and white longhorn,en,black and white longhorn,AnoplophoraChinensis-PHT
1149,ANOLCN,Anoplophora chinensis,citrus longhorn,en,citrus longhorn,AnoplophoraChinensis-PHT
1150,ANOLCN,Anoplophora chinensis,citrus long-horned beetle,en,citrus long-horned beetle,AnoplophoraChinensis-PHT
1151,ANOLCN,Anoplophora chinensis,white-spotted longicorn beetle,en,white-spotted longicorn beetle,AnoplophoraChinensis-PHT
1152,ANOLCN,Anoplophora chinensis,Citrusbockkäfer,de,citrusbockkäfer,AnoplophoraChinensis-PHT
1153,ANOLCN,Anoplophora chinensis,capricorne asiatique des agrumes,fr,capricorne asiatique des agrumes,AnoplophoraChinensis-PHT
1154,ANOLCN,Anoplophora chinensis,capricorne asiatique des agrumes,fr,capricorne asiatique des agrumes,AnoplophoraGlabripennis-PHT
1155,ANOLCN,Anoplophora chinensis,tarlo asiatico,it,tarlo asiatico,AnoplophoraChinensis-PHT
1156,ANOLCN,Anoplophora chinensis,Oost-Aziatische boktor,nl,oost-aziatische boktor,AnoplophoraChinensis-PHT
1157,ANOLCN,Anoplophora chinensis,besouro-asiático,pt,besouro-asiático,AnoplophoraChinensis-PHT
1158,ANOLCN,Anoplophora chinensis,gomadara-kamikiri,ja,gomadara-kamikiri,AnoplophoraChinensis-PHT
1159,ANOLCN,Anoplophora chinensis,hosi-kamikiri,ja,hosi-kamikiri,AnoplophoraChinensis-PHT
1160,ANOLCN,Anoplophora chinensis,ゴマダラカミキリ,ja,ゴマダラカミキリ,AnoplophoraChinensis-PHT
1161,ANOLCN,Anoplophora chinensis,ホシカミキリ,ja,ホシカミキリ,AnoplophoraChinensis-PHT
1162,ANOLCN,Anoplophora chinensis,усач китайский,ru,усач китайский,AnoplophoraChinensis-PHT
1163,AROMBU,Aromia bungii,cerambicide dal collo rosso,it,cerambicide dal collo rosso,AnthonomusEugeniiCano-PHT
1164,AROMBU,Aromia bungii,cerambicide dal collo rosso,it,cerambicide dal collo rosso,AromiaBungii-PHT
1165,PITOJU,Pityophthorus juglandis,walnut twig beetle,en,walnut twig beetle,PityophthorusJuglandis-PHT
1166,POPIJA,Popillia japonica,Japanese beetle,en,japanese beetle,PopilliaJaponica-PHT
1168,POPIJA,Popillia japonica,Japankäfer,de,japankäfer,PopilliaJaponica-PHT
1169,POPIJA,Popillia japonica,hanneton japonais,fr,hanneton japonais,PopilliaJaponica-PHT
1170,POPIJA,Popillia japonica,scarabée japonais,fr,scarabée japonais,PopilliaJaponica-PHT
1171,POPIJA,Popillia japonica,escarabajo japonés,es,escarabajo japonés,PopilliaJaponica-PHT
1172,POPIJA,Popillia japonica,scarabeo giapponese,it,scarabeo giapponese,PopilliaJaponica-PHT
1173,POPIJA,Popillia japonica,japanbagge,sv,japanbagge,PopilliaJaponica-PHT
1174,POPIJA,Popillia japonica,mame-kogane,ja,mame-kogane,PopilliaJaponica-PHT
1175,POPIJA,Popillia japonica,マメコガネ,ja,マメコガネ,PopilliaJaponica-PHT
1176,POPIJA,Popillia japonica,Японский жук,ru,японский жук,PopilliaJaponica-PHT
1177,POPIJA,Popillia japonica,japanbille,da,japanbille,PopilliaJaponica-PHT
1179,POPIJA,Popillia japonica,japanbille,no,japanbille,PopilliaJaponica-PHT
1181,TOXOCI,Aphis citricidus,brown citrus aphid,en,brown citrus aphid,ToxopteraCitricida-PHT
1182,TOXOCI,Aphis citricidus,oriental black citrus aphid,en,oriental black citrus aphid,ToxopteraCitricida-PHT
1183,TOXOCI,Aphis citricidus,tropical citrus aphid,en,tropical citrus aphid,ToxopteraCitricida-PHT
1184,TOXOCI,Aphis citricidus,braune Citrusblattlaus,de,braune citrusblattlaus,ToxopteraCitricida-PHT
1185,TOXOCI,Aphis citricidus,braune Zitrusblattlaus,de,braune zitrusblattlaus,ToxopteraCitricida-PHT
1186,TOXOCI,Aphis citricidus,braune Zitruslaus,de,braune zitruslaus,ToxopteraCitricida-PHT
1187,TOXOCI,Aphis citricidus,puceron toxoptère citricide,fr,puceron toxoptère citricide,ToxopteraCitricida-PHT
1188,TOXOCI,Aphis citricidus,puceron tropical de l'oranger,fr,puceron tropical de l'oranger,ToxopteraCitricida-PHT
1189,TOXOCI,Aphis citricidus,afido vector de la tristeza en cítricos,es,afido vector de la tristeza en cítricos,ToxopteraCitricida-PHT
1190,TOXOCI,Aphis citricidus,piojo de los cítricos,es,piojo de los cítricos,ToxopteraCitricida-PHT
1191,TOXOCI,Aphis citricidus,pulgón café de los cítricos,es,pulgón café de los cítricos,ToxopteraCitricida-PHT
1192,TOXOCI,Aphis citricidus,pulgón citricida,es,pulgón citricida,ToxopteraCitricida-PHT
1193,TOXOCI,Aphis citricidus,pulgón de la tristeza,es,pulgón de la tristeza,ToxopteraCitricida-PHT
1194,TOXOCI,Aphis citricidus,pulgón de los citrus,es,pulgón de los citrus,ToxopteraCitricida-PHT
1195,TOXOCI,Aphis citricidus,pulgão-preto-da-laranjeira,pt,pulgão-preto-da-laranjeira,ToxopteraCitricida-PHT
1199,TOXOCI,Aphis citricidus,mikan-kuro-aburamusi,ja,mikan-kuro-aburamusi,ToxopteraCitricida-PHT
1200,TRIZER,Trioza erytreae,African citrus psyllid,en,african citrus psyllid,TriozaErytreae-PHT
1201,TRIZER,Trioza erytreae,ostafrikanischer Citrusblattfloh,de,ostafrikanischer citrusblattfloh,TriozaErytreae-PHT
1202,TRIZER,Trioza erytreae,ostafrikanischer Zitrusblattfloh,de,ostafrikanischer zitrusblattfloh,TriozaErytreae-PHT
1203,TRIZER,Trioza erytreae,psylle des agrumes,fr,psylle des agrumes,TriozaErytreae-PHT
1204,TRIZER,Trioza erytreae,psila africana de los cítricos,es,psila africana de los cítricos,TriozaErytreae-PHT
1206,BURSXY,Bursaphelenchus xylophilus,pine wilt disease,en,pine wilt disease,BursaphelenchusXylophilus-PHT
1208,BURSXY,Bursaphelenchus xylophilus,pine wood nematode,en,pine wood nematode,BursaphelenchusXylophilus-PHT
1209,BURSXY,Bursaphelenchus xylophilus,pinewood nematode,en,pinewood nematode,BursaphelenchusXylophilus-PHT
1210,BURSXY,Bursaphelenchus xylophilus,Kiefernholznematode,de,kiefernholznematode,BursaphelenchusXylophilus-PHT
1211,BURSXY,Bursaphelenchus xylophilus,dépérissement des pins,fr,dépérissement des pins,BursaphelenchusXylophilus-PHT
1212,BURSXY,Bursaphelenchus xylophilus,nématode du bois de pin,fr,nématode du bois de pin,BursaphelenchusXylophilus-PHT
1213,BURSXY,Bursaphelenchus xylophilus,nématode du pin,fr,nématode du pin,BursaphelenchusXylophilus-PHT
1214,BURSXY,Bursaphelenchus xylophilus,nematodo de la madera del pino,es,nematodo de la madera del pino,BursaphelenchusXylophilus-PHT
1215,BURSXY,Bursaphelenchus xylophilus,dennenhoutnematode,nl,dennenhoutnematode,BursaphelenchusXylophilus-PHT
1216,BURSXY,Bursaphelenchus xylophilus,nemátode da madeira do pinheiro,pt,nemátode da madeira do pinheiro,BursaphelenchusXylophilus-PHT
1217,BURSXY,Bursaphelenchus xylophilus,tallvedsnematod,sv,tallvedsnematod,BursaphelenchusXylophilus-PHT
1221,BURSXY,Bursaphelenchus xylophilus,сосновая древесная нематода,ru,сосновая древесная нематода,BursaphelenchusXylophilus-PHT
1222,BURSXY,Bursaphelenchus xylophilus,сосновая стволовая нематода,ru,сосновая стволовая нематода,BursaphelenchusXylophilus-PHT
1224,BURSXY,Bursaphelenchus xylophilus,Сосновая стволовая нематода,ru,сосновая стволовая нематода,BursaphelenchusXylophilus-PHT
1226,BURSXY,Bursaphelenchus xylophilus,węgorek sosnowiec,pl,węgorek sosnowiec,BursaphelenchusXylophilus-PHT
1227,HETDPA,Globodera pallida,pale potato cyst nematode,en,pale potato cyst nematode,GloboderaPallida-PHT
1228,HETDPA,Globodera pallida,white potato cyst nematode,en,white potato cyst nematode,GloboderaPallida-PHT
1229,HETDPA,Globodera pallida,cremefarbenes Kartoffelzystenälchen,de,cremefarbenes kartoffelzystenälchen,GloboderaPallida-PHT
1230,HETDPA,Globodera pallida,weißer Kartoffelnematode,de,weißer kartoffelnematode,GloboderaPallida-PHT
1231,HETDPA,Globodera pallida,nématode blanc de la pomme de terre,fr,nématode blanc de la pomme de terre,GloboderaPallida-PHT
1232,HETDPA,Globodera pallida,nematodo quiste blanco de la papa,es,nematodo quiste blanco de la papa,GloboderaPallida-PHT
1233,HETDPA,Globodera pallida,nemátode de quisto da batateira,pt,nemátode de quisto da batateira,GloboderaPallida-PHT
1234,HETDPA,Globodera pallida,Бледная картофельная нематода,ru,бледная картофельная нематода,GloboderaPallida-PHT
1235,HETDRO,Globodera rostochiensis,golden nematode,en,golden nematode,GloboderaPallida-PHT
1236,HETDRO,Globodera rostochiensis,golden nematode,en,golden nematode,GloboderaRostochiensis-PHT
1237,HETDRO,Globodera rostochiensis,golden potato nematode,en,golden potato nematode,GloboderaRostochiensis-PHT
1238,HETDRO,Globodera rostochiensis,potato cyst nematode,en,potato cyst nematode,GloboderaPallida-PHT
1239,HETDRO,Globodera rostochiensis,potato cyst nematode,en,potato cyst nematode,GloboderaRostochiensis-PHT
1240,HETDRO,Globodera rostochiensis,yellow potato cyst nematode,en,yellow potato cyst nematode,GloboderaRostochiensis-PHT
1241,HETDRO,Globodera rostochiensis,goldfarbenes Kartoffelzystenälchen,de,goldfarbenes kartoffelzystenälchen,GloboderaRostochiensis-PHT
1242,HETDRO,Globodera rostochiensis,Kartoffelälchen,de,kartoffelälchen,GloboderaRostochiensis-PHT
1243,HETDRO,Globodera rostochiensis,Kartoffelnematode,de,kartoffelnematode,GloboderaRostochiensis-PHT
1244,HETDRO,Globodera rostochiensis,anguillule à kyste de la pomme de terre,fr,anguillule à kyste de la pomme de terre,GloboderaRostochiensis-PHT
1245,HETDRO,Globodera rostochiensis,anguillule des racines de la pomme de terre,fr,anguillule des racines de la pomme de terre,GloboderaRostochiensis-PHT
1246,HETDRO,Globodera rostochiensis,nématode doré de la pomme de terre,fr,nématode doré de la pomme de terre,GloboderaRostochiensis-PHT
1247,HETDRO,Globodera rostochiensis,nematodo dorado de la patata,es,nematodo dorado de la patata,GloboderaRostochiensis-PHT
1249,HETDRO,Globodera rostochiensis,anguillula della patata,it,anguillula della patata,GloboderaRostochiensis-PHT
1250,HETDRO,Globodera rostochiensis,aardappelcystenaaltje,nl,aardappelcystenaaltje,GloboderaRostochiensis-PHT
1251,HETDRO,Globodera rostochiensis,nemátode dourado da batateira,pt,nemátode dourado da batateira,GloboderaRostochiensis-PHT
1252,HETDRO,Globodera rostochiensis,nematóide-dourado-da-batata,pt,nematóide-dourado-da-batata,GloboderaRostochiensis-PHT
1253,HETDRO,Globodera rostochiensis,potatiscystnematod,sv,potatiscystnematod,GloboderaRostochiensis-PHT
1254,HETDRO,Globodera rostochiensis,золотистая картофельная нематода,ru,золотистая картофельная нематода,GloboderaRostochiensis-PHT
1258,HETDRO,Globodera rostochiensis,Золотистая картофельная нематода,ru,золотистая картофельная нематода,GloboderaRostochiensis-PHT
1262,HETDRO,Globodera rostochiensis,kartoffelal,da,kartoffelal,GloboderaRostochiensis-PHT
1263,HETDRO,Globodera rostochiensis,kartottelcystenematod,da,kartottelcystenematod,GloboderaRostochiensis-PHT
1264,HETDRO,Globodera rostochiensis,potetcystenematode,no,potetcystenematode,GloboderaRostochiensis-PHT
1265,HETDRO,Globodera rostochiensis,peruna-ankeroinen,fi,peruna-ankeroinen,GloboderaRostochiensis-PHT
1266,HETDRO,Globodera rostochiensis,nematode sibsamini,fa,nematode sibsamini,GloboderaRostochiensis-PHT
1267,MELGCH,Meloidogyne chitwoodi,Columbia root-knot nematode,en,columbia root-knot nematode,MeloidogyneChitwoodi-PHT
1268,MELGCH,Meloidogyne chitwoodi,nématode cécidogène du Columbia,fr,nématode cécidogène du columbia,MeloidogyneChitwoodi-PHT
1269,MELGCH,Meloidogyne chitwoodi,Колумбийская галловая нематода,ru,колумбийская галловая нематода,MeloidogyneChitwoodi-PHT
1270,MELGFA,Meloidogyne fallax,false Columbia root-knot nematode,en,false columbia root-knot nematode,MeloidogyneFallax-PHT
1271,MELGFA,Meloidogyne fallax,bedrieglijk maiswortelknobbel nematode,nl,bedrieglijk maiswortelknobbel nematode,MeloidogyneFallax-PHT
1272,PHYP64,Grapevine flavescence dorée phytoplasma,bacco 22A disease,en,bacco 22a disease,GrapevineFlavescence-PHT
1273,PHYP64,Grapevine flavescence dorée phytoplasma,flavescence dorée of grapevine,en,flavescence dorée of grapevine,GrapevineFlavescence-PHT
1275,PHYP64,Grapevine flavescence dorée phytoplasma,flavescence dorée de la vigne,fr,flavescence dorée de la vigne,GrapevineFlavescence-PHT
1277,PHYP64,Grapevine flavescence dorée phytoplasma,rougeau,fr,rougeau,GrapevineFlavescence-PHT
1278,PHYP64,Grapevine flavescence dorée phytoplasma,flavescencia dorada de la vid,es,flavescencia dorada de la vid,GrapevineFlavescence-PHT
1280,PHYP64,Grapevine flavescence dorée phytoplasma,flavescenza dorata de la vite,it,flavescenza dorata de la vite,GrapevineFlavescence-PHT
1282,PHYP64,Grapevine flavescence dorée phytoplasma,Фитоплазма золотистого пожелтения винограда,ru,фитоплазма золотистого пожелтения винограда,GrapevineFlavescence-PHT
