,synonym,ds_language,NCBI_TAXID,preferred_name,re,match_language,EFSA_PHT,EPPO_CODE
423,septoria leaf spot of potato,en,,Septoria malagutii,,,"('SeptoriaMalagutii-PHT', 'SphaerulinaMusiva-PHT')","('SEPTLM',)"
426,septoriosi della patata,it,,Septoria malagutii,,,"('SeptoriaMalagutii-PHT',)","('SEPTLM',)"
428,septoria canker of poplar,en,,Sphaerulina musiva,,,"('SphaerulinaMusiva-PHT',)","('MYCOPP',)"
430,mancha foliar e cancro dos álamos,pt,,Sphaerulina musiva,,,"('SphaerulinaMusiva-PHT',)","('MYCOPP',)"
432,black spot of elm,en,,Stegophora ulmea,,,"('StegophoraUlmea-PHT',)","('GNOMUL',)"
434,leaf spot of elm,en,,Stegophora ulmea,,,"('StegophoraUlmea-PHT',)","('GNOMUL',)"
436,anthracnose de l'orme,fr,,Stegophora ulmea,,,"('StegophoraUlmea-PHT',)","('GNOMUL',)"
438,antracnosis del olmo,es,,Stegophora ulmea,,,"('StegophoraUlmea-PHT',)","('GNOMUL',)"
440,Чёрная пятнистость листьев ильмовых,ru,,Stegophora ulmea,,,"('StegophoraUlmea-PHT',)","('GNOMUL',)"
442,smut of potato,en,,Thecaphora solani,,,"('ThecaphoraSolani-PHT',)","('THPHSO',)"
444,thecaphora smut of potato,en,,Thecaphora solani,,,"('ThecaphoraSolani-PHT',)","('THPHSO',)"
446,charbon de la pomme de terre,fr,,Thecaphora solani,,,"('ThecaphoraSolani-PHT',)","('THPHSO',)"
448,carbón de la patata,es,,Thecaphora solani,,,"('ThecaphoraSolani-PHT',)","('THPHSO',)"
450,gangrena de la papa,es,,Thecaphora solani,,,"('ThecaphoraSolani-PHT',)","('THPHSO',)"
452,Головня картофеля,ru,,Thecaphora solani,,,"('ThecaphoraSolani-PHT',)","('THPHSO',)"
454,Indian bunt of wheat,en,,Tilletia indica,,,"('TilletiaIndica-PHT',)","('NEOVIN',)"
456,Karnal bunt of wheat,en,,Tilletia indica,,,"('TilletiaIndica-PHT',)","('NEOVIN',)"
458,partial bunt of wheat,en,,Tilletia indica,,,"('TilletiaIndica-PHT',)","('NEOVIN',)"
460,carie de Karnal,fr,,Tilletia indica,,,"('TilletiaIndica-PHT',)","('NEOVIN',)"
462,scab of Japanese pear,en,,Venturia nashicola,,,"('VenturiaNashicola-PHT',)","('VENTNA',)"
464,tavelure du nashi,fr,,Venturia nashicola,,,"('VenturiaNashicola-PHT',)","('VENTNA',)"
466,tavelure du poirier du Japon,fr,,Venturia nashicola,,,"('VenturiaNashicola-PHT',)","('VENTNA',)"
468,cribado del peral del Japón,es,,Venturia nashicola,,,"('VenturiaNashicola-PHT',)","('VENTNA',)"
470,kurohoshi-byo,ja,,Venturia nashicola,,,"('VenturiaNashicola-PHT',)","('VENTNA',)"
472,pear driller,en,,Acrobasis pirivorella,,,"('NumoniaPyrivorella-PHT',)","('NUMOPI',)"
474,pear fruit moth,en,,Acrobasis pirivorella,,,"('NumoniaPyrivorella-PHT',)","('NUMOPI',)"
476,pear moth,en,,Acrobasis pirivorella,,,"('NumoniaPyrivorella-PHT',)","('NUMOPI',)"
478,pear pyralid,en,,Acrobasis pirivorella,,,"('NumoniaPyrivorella-PHT',)","('NUMOPI',)"
480,Грушевая огневка,ru,,Acrobasis pirivorella,,,"('NumoniaPyrivorella-PHT',)","('NUMOPI',)"
482,bronze birch borer,en,,Agrilus anxius,,,"('AgrilusAnxiusGory-PHT',)","('AGRLAX',)"
484,agrile du bouleau,fr,,Agrilus anxius,,,"('AgrilusAnxiusGory-PHT',)","('AGRLAX',)"
486,perceur doré du bouleau,fr,,Agrilus anxius,,,"('AgrilusAnxiusGory-PHT',)","('AGRLAX',)"
488,Бронзовая березовая златка,ru,,Agrilus anxius,,,"('AgrilusAnxiusGory-PHT',)","('AGRLAX',)"
490,emerald ash borer,en,,Agrilus planipennis,,,"('AgrilusPlanipennis-PHT',)","('AGRLPL',)"
492,agrile du frêne,fr,,Agrilus planipennis,,,"('AgrilusPlanipennis-PHT',)","('AGRLPL',)"
494,ясеневая изумрудная златка,ru,,Agrilus planipennis,,,"('AgrilusPlanipennis-PHT',)","('AGRLPL',)"
496,ясеневая изумрудная узкотелая златка,ru,,Agrilus planipennis,,,"('AgrilusPlanipennis-PHT',)","('AGRLPL',)"
498,ясеневая узкотелая златка,ru,,Agrilus planipennis,,,"('AgrilusPlanipennis-PHT',)","('AGRLPL',)"
500,blue grey fly,en,,Aleurocanthus woglumi,,,"('AleurocanthusWoglumi-PHT',)","('ALECWO',)"
502,citrus blackfly,en,,Aleurocanthus woglumi,,,"('Aleurocanthus-PHT', 'AleurocanthusSpiniferus-PHT', 'AleurocanthusWoglumi-PHT')","('ALECWO',)"
506,citrus spring whitefly,en,,Aleurocanthus woglumi,,,"('AleurocanthusWoglumi-PHT',)","('ALECWO',)"
508,schwarze Citrusmottenschildlaus,de,,Aleurocanthus woglumi,,,"('AleurocanthusWoglumi-PHT',)","('ALECWO',)"
510,aleurode noir des agrumes,fr,,Aleurocanthus woglumi,,,"('AleurocanthusWoglumi-PHT', 'BemisiaTabaci-PHT')","('ALECWO',)"
513,mosca prieta,es,,Aleurocanthus woglumi,,,"('AleurocanthusWoglumi-PHT',)","('ALECWO',)"
515,mosca prieta de los cítricos,es,,Aleurocanthus woglumi,,,"('AleurocanthusWoglumi-PHT',)","('ALECWO',)"
517,mosca negra de la naranja,it,,Aleurocanthus woglumi,,,"('AleurocanthusWoglumi-PHT',)","('ALECWO',)"
519,burdock leaf miner,en,,Nemorimyza maculosa,,,"('NemorimyzaMaculosa-PHT',)","('AMAZMA',)"
521,chrysanthemum leaf miner,en,,Nemorimyza maculosa,,,"('NemorimyzaMaculosa-PHT',)","('AMAZMA',)"
523,amerikanischer Blattminierer,de,,Nemorimyza maculosa,,,"('NemorimyzaMaculosa-PHT',)","('AMAZMA',)"
525,Хризантемовый листовой минер,ru,,Nemorimyza maculosa,,,"('NemorimyzaMaculosa-PHT',)","('AMAZMA',)"
527,Asiatic beetle,en,,Exomala orientalis,,,"('BlitoperthaOrientalis-PHT',)","('ANMLOR',)"
529,oriental beetle,en,,Exomala orientalis,,,"('BlitoperthaOrientalis-PHT',)","('ANMLOR',)"
531,spotted chafer,en,,Exomala orientalis,,,"('BlitoperthaOrientalis-PHT',)","('ANMLOR',)"
533,Asian longhorn beetle,en,,Anoplophora glabripennis,,,"('AnoplophoraGlabripennis-PHT',)","('ANOLGL',)"
535,Asian long-horned beetle,en,,Anoplophora glabripennis,,,"('AnoplophoraGlabripennis-PHT',)","('ANOLGL',)"
537,basicosta white-spotted longicorn beetle,en,,Anoplophora glabripennis,,,"('AnoplophoraGlabripennis-PHT',)","('ANOLGL',)"
539,starry sky beetle,en,,Anoplophora glabripennis,,,"('AnoplophoraGlabripennis-PHT',)","('ANOLGL',)"
541,capricorne asiatique,fr,,Anoplophora glabripennis,,,"('AnoplophoraGlabripennis-PHT',)","('ANOLGL',)"
543,longicorne asiatique,fr,,Anoplophora glabripennis,,,"('AnoplophoraGlabripennis-PHT',)","('ANOLGL',)"
545,escarabajo asiático de antenas largas,es,,Anoplophora glabripennis,,,"('AnoplophoraGlabripennis-PHT',)","('ANOLGL',)"
547,escarabajo asiático de cuernos largos,es,,Anoplophora glabripennis,,,"('AnoplophoraGlabripennis-PHT',)","('ANOLGL',)"
549,tarlo asiatico del fusto,it,,Anoplophora glabripennis,,,"('AnoplophoraGlabripennis-PHT', 'AnoplophoraChinensis-PHT')","('ANOLGL',)"
552,Aziatische boktor,nl,,Anoplophora glabripennis,,,"('AnoplophoraGlabripennis-PHT',)","('ANOLGL',)"
554,loofhoutboktor,nl,,Anoplophora glabripennis,,,"('AnoplophoraGlabripennis-PHT',)","('ANOLGL',)"
556,азиатский усач,ru,,Anoplophora glabripennis,,,"('AnoplophoraGlabripennis-PHT',)","('ANOLGL',)"
558,Азиатский усач,ru,,Anoplophora glabripennis,,,"('AnoplophoraGlabripennis-PHT',)","('ANOLGL',)"
560,Japanese strawberry blossom weevil,en,,Anthonomus bisignifer,,,"('AnthonomusBisignifer-PHT',)","('ANTHBI',)"
562,Japanese strawberry weevil,en,,Anthonomus bisignifer,,,"('AnthonomusBisignifer-PHT',)","('ANTHBI',)"
564,itigo-hana-zomusi,ja,,Anthonomus bisignifer,,,"('AnthonomusBisignifer-PHT',)","('ANTHBI',)"
566,イチゴハナゾムシ,ja,,Anthonomus bisignifer,,,"('AnthonomusBisignifer-PHT',)","('ANTHBI',)"
568,pepper weevil,en,,Anthonomus eugenii,,,"('AnthonomusEugeniiCano-PHT',)","('ANTHEU',)"
570,Paprikarüssler,de,,Anthonomus eugenii,,,"('AnthonomusEugeniiCano-PHT',)","('ANTHEU',)"
572,Pfefferkäfer,de,,Anthonomus eugenii,,,"('AnthonomusEugeniiCano-PHT',)","('ANTHEU',)"
574,barrenillo del Chile,es,,Anthonomus eugenii,,,"('AnthonomusEugeniiCano-PHT',)","('ANTHEU',)"
576,picudo del Chile,es,,Anthonomus eugenii,,,"('AnthonomusEugeniiCano-PHT',)","('ANTHEU',)"
578,biber goz kurdu,tr,,Anthonomus eugenii,,,"('AnthonomusEugeniiCano-PHT',)","('ANTHEU',)"
580,boll weevil,en,,Anthonomus grandis grandis,,,"('AnthonomusGrandis-PHT',)","('ANTHGR',)"
582,cotton boll weevil,en,,Anthonomus grandis grandis,,,"('AnthonomusGrandis-PHT',)","('ANTHGR',)"
584,Mexican cotton boll weevil,en,,Anthonomus grandis grandis,,,"('AnthonomusGrandis-PHT',)","('ANTHGR',)"
586,thurberia weevil,en,,Anthonomus grandis grandis,,,"('AnthonomusGrandis-PHT',)","('ANTHGR',)"
588,mexikanischer Baumwollkapselkäfer,de,,Anthonomus grandis grandis,,,"('AnthonomusGrandis-PHT',)","('ANTHGR',)"
590,anthonome du cotonnier,fr,,Anthonomus grandis grandis,,,"('AnthonomusGrandis-PHT',)","('ANTHGR',)"
592,charançon américain de la capsule,fr,,Anthonomus grandis grandis,,,"('AnthonomusGrandis-PHT',)","('ANTHGR',)"
594,charançon du cotonnier,fr,,Anthonomus grandis grandis,,,"('AnthonomusGrandis-PHT',)","('ANTHGR',)"
596,grillo de la capsula del algodonero,es,,Anthonomus grandis grandis,,,"('AnthonomusGrandis-PHT',)","('ANTHGR',)"
598,picudo del algodonero,es,,Anthonomus grandis grandis,,,"('AnthonomusGrandis-PHT',)","('ANTHGR',)"
600,antonomo del cotone,it,,Anthonomus grandis grandis,,,"('AnthonomusGrandis-PHT',)","('ANTHGR',)"
602,pamuk goz kurdu,tr,,Anthonomus grandis grandis,,,"('AnthonomusGrandis-PHT',)","('ANTHGR',)"
604,susske ghusake panbeh,fa,,Anthonomus grandis grandis,,,"('AnthonomusGrandis-PHT',)","('ANTHGR',)"
606,apple curculio,en,,Anthonomus quadrigibbus,,,"('TachypterellusQuadrigibbus-PHT',)","('TACYQU',)"
608,large apple curculio,en,,Anthonomus quadrigibbus,,,"('TachypterellusQuadrigibbus-PHT',)","('TACYQU',)"
610,western curculio,en,,Anthonomus quadrigibbus,,,"('TachypterellusQuadrigibbus-PHT',)","('TACYQU',)"
612,amerikanischer Apfelrüssler,de,,Anthonomus quadrigibbus,,,"('TachypterellusQuadrigibbus-PHT',)","('TACYQU',)"
614,charançon de la pomme,fr,,Anthonomus quadrigibbus,,,"('TachypterellusQuadrigibbus-PHT',)","('TACYQU',)"
616,strawberry bud weevil,en,,Anthonomus signatus,,,"('AnthonomusSignatus-PHT',)","('ANTHSI',)"
618,strawberry clipper,en,,Anthonomus signatus,,,"('AnthonomusSignatus-PHT',)","('ANTHSI',)"
620,strawberry weevil,en,,Anthonomus signatus,,,"('AnthonomusBisignifer-PHT', 'AnthonomusSignatus-PHT')","('ANTHSI',)"
623,anthonome de la fleur du fraisier,fr,,Anthonomus signatus,,,"('AnthonomusSignatus-PHT',)","('ANTHSI',)"
625,charançon du fraisier,fr,,Anthonomus signatus,,,"('AnthonomusSignatus-PHT',)","('ANTHSI',)"
627,cilek goz kurdu,tr,,Anthonomus signatus,,,"('AnthonomusSignatus-PHT',)","('ANTHSI',)"
629,oak timberworm,en,,Arrhenodes minutus,,,"('ArrhenodesMinutus-PHT',)","('ARRHMI',)"
631,charançon du chêne,fr,,Arrhenodes minutus,,,"('ArrhenodesMinutus-PHT',)","('ARRHMI',)"
633,juniper gall midge,en,,Aschistonyx eppoi,,,"('AschistonyxEppoi-PHT',)","('ASCXEP',)"
635,cécidomyie du genévrier,fr,,Aschistonyx eppoi,,,"('AschistonyxEppoi-PHT',)","('ASCXEP',)"
637,potato psyllid,en,,Bactericera cockerelli,,,"('BactericeraCockerelli-PHT',)","('PARZCO',)"
639,tomato psyllid,en,,Bactericera cockerelli,,,"('BactericeraCockerelli-PHT',)","('PARZCO',)"
641,amerikanischer Kartoffelblattsauger,de,,Bactericera cockerelli,,,"('BactericeraCockerelli-PHT',)","('PARZCO',)"
643,Tomatenblattsauger,de,,Bactericera cockerelli,,,"('BactericeraCockerelli-PHT',)","('PARZCO',)"
645,pulgón saltador de la papa,es,,Bactericera cockerelli,,,"('BactericeraCockerelli-PHT',)","('PARZCO',)"
647,cassava whitefly,en,,Bemisia tabaci,,,"('BemisiaTabaci-PHT',)","('BEMITA',)"
649,cotton whitefly,en,,Bemisia tabaci,,,"('BemisiaTabaci-PHT',)","('BEMITA',)"
651,silver-leaf whitefly,en,,Bemisia tabaci,,,"('BemisiaTabaci-PHT',)","('BEMITA',)"
653,sweet-potato whitefly,en,,Bemisia tabaci,,,"('BemisiaTabaci-PHT',)","('BEMITA',)"
655,tobacco whitefly,en,,Bemisia tabaci,,,"('BemisiaTabaci-PHT',)","('BEMITA',)"
657,Baumwollmottenschildlaus,de,,Bemisia tabaci,,,"('BemisiaTabaci-PHT',)","('BEMITA',)"
659,Tabakmottenschildlaus,de,,Bemisia tabaci,,,"('BemisiaTabaci-PHT',)","('BEMITA',)"
661,weiße Fliege,de,,Bemisia tabaci,,,"('BemisiaTabaci-PHT',)","('BEMITA',)"
663,aleurode,fr,,Bemisia tabaci,,,"('BemisiaTabaci-PHT',)","('BEMITA',)"
665,aleurode de la patate douce,fr,,Bemisia tabaci,,,"('BemisiaTabaci-PHT',)","('BEMITA',)"
667,aleurode du cotonnier,fr,,Bemisia tabaci,,,"('BemisiaTabaci-PHT',)","('BEMITA',)"
669,aleurode du tabac,fr,,Bemisia tabaci,,,"('BemisiaTabaci-PHT',)","('BEMITA',)"
671,mosquita blanca del tabaco,es,,Bemisia tabaci,,,"('BemisiaTabaci-PHT',)","('BEMITA',)"
673,aleirode delle solanacee,it,,Bemisia tabaci,,,"('BemisiaTabaci-PHT',)","('BEMITA',)"
675,aleurode delle solanacee,it,,Bemisia tabaci,,,"('BemisiaTabaci-PHT',)","('BEMITA',)"
677,mosca-branca-da-batata-doce,pt,,Bemisia tabaci,,,"('BemisiaTabaci-PHT',)","('BEMITA',)"
679,mosca-branca-do-feijão,pt,,Bemisia tabaci,,,"('BemisiaTabaci-PHT',)","('BEMITA',)"
682,beyaz sinek,tr,,Bemisia tabaci,,,"('BemisiaTabaci-PHT',)","('BEMITA',)"
684,knimat ash hatabak,he,,Bemisia tabaci,,,"('BemisiaTabaci-PHT',)","('BEMITA',)"
686,peach fruit borer,en,,Carposina sasakii,,,"('CarposinaNiponensis-PHT', 'CarposinaSasakii-PHT')","('CARSSA',)"
689,peach fruit moth,en,,Carposina sasakii,,,"('CarposinaNiponensis-PHT', 'CarposinaSasakii-PHT')","('CARSSA',)"
692,carpocapse du pêcher,fr,,Carposina sasakii,,,"('CarposinaNiponensis-PHT', 'CarposinaSasakii-PHT')","('CARSSA',)"
695,momo-hime-shinkui,ja,,Carposina sasakii,,,"('CarposinaSasakii-PHT',)","('CARSSA',)"
697,momo-shinkui-ga,ja,,Carposina sasakii,,,"('CarposinaSasakii-PHT',)","('CARSSA',)"
699,red-headed sharpshooter,en,,Xyphon fulgidum,,,"('XyphonFulgidum-PHT',)","('CARNFU',)"
701,grass sharpshooter,en,,Draeculacephala minerva,,,"('DraeculacephalaMinerva-PHT',)","('DRAEMI',)"
703,blue-green sharpshooter,en,,Graphocephala atropunctata,,,"('GraphocephalaAtropunctata-PHT',)","('GRCPAT',)"
705,cicadelle pisseuse,fr,,Homalodisca vitripennis,,,"('HomalodiscaVitripennis-PHT',)","('HOMLTR',)"
707,chicharrita de alas cristalinas,es,,Homalodisca vitripennis,,,"('HomalodiscaVitripennis-PHT',)","('HOMLTR',)"
709,chicharrita del henequén,es,,Homalodisca vitripennis,,,"('HomalodiscaVitripennis-PHT',)","('HOMLTR',)"
711,plum curculio,en,,Conotrachelus nenuphar,,,"('ConotrachelusNenuphar-PHT',)","('CONHNE',)"
713,plum weevil,en,,Conotrachelus nenuphar,,,"('ConotrachelusNenuphar-PHT',)","('CONHNE',)"
715,nordamerikanischer Pflaumenrüssler,de,,Conotrachelus nenuphar,,,"('ConotrachelusNenuphar-PHT',)","('CONHNE',)"
717,charançon américain du prunier,fr,,Conotrachelus nenuphar,,,"('ConotrachelusNenuphar-PHT',)","('CONHNE',)"
719,charançon de la prune,fr,,Conotrachelus nenuphar,,,"('ConotrachelusNenuphar-PHT',)","('CONHNE',)"
721,Плодовый долгоносик,ru,,Conotrachelus nenuphar,,,"('ConotrachelusNenuphar-PHT',)","('CONHNE',)"
723,larch caterpillar,en,,Dendrolimus sibiricus,,,"('DendrolimuSibiricus-PHT',)","('DENDSI',)"
725,Siberian conifer silk moth,en,,Dendrolimus sibiricus,,,"('DendrolimuSibiricus-PHT',)","('DENDSI',)"
727,Siberian lasiocampid,en,,Dendrolimus sibiricus,,,"('DendrolimuSibiricus-PHT',)","('DENDSI',)"
729,Siberian moth,en,,Dendrolimus sibiricus,,,"('DendrolimuSibiricus-PHT',)","('DENDSI',)"
731,Siberian silk moth,en,,Dendrolimus sibiricus,,,"('DendrolimuSibiricus-PHT',)","('DENDSI',)"
733,sibirischer Arvenspinner,de,,Dendrolimus sibiricus,,,"('DendrolimuSibiricus-PHT',)","('DENDSI',)"
735,northern corn rootworm,en,,Diabrotica barberi,,,"('DiabroticaBarberi-PHT',)","('DIABLO',)"
737,chrysomèle des racines du maïs,fr,,Diabrotica barberi,,,"('DiabroticaBarberi-PHT',)","('DIABLO',)"
739,diabrotica de antenas cargas,es,,Diabrotica barberi,,,"('DiabroticaBarberi-PHT',)","('DIABLO',)"
741,gusano de la raíz del maíz,es,,Diabrotica barberi,,,"('DiabroticaBarberi-PHT',)","('DIABLO',)"
743,tortuguilla de la raíz del maíz,es,,Diabrotica barberi,,,"('DiabroticaBarberi-PHT',)","('DIABLO',)"
745,Северный кукурузный жук,ru,,Diabrotica barberi,,,"('DiabroticaBarberi-PHT',)","('DIABLO',)"
747,southern corn rootworm,en,,Diabrotica undecimpunctata howardi,,,"('DiabroticaUndecimpunctataHowardi-PHT',)","('DIABUH',)"
749,spotted cucumber beetle,en,,Diabrotica undecimpunctata howardi,,,"('DiabroticaUndecimpunctataHowardi-PHT',)","('DIABUH',)"
751,chrysomèle maculée du concombre,fr,,Diabrotica undecimpunctata howardi,,,"('DiabroticaUndecimpunctataHowardi-PHT',)","('DIABUH',)"
753,diabrótica del cacahuate,es,,Diabrotica undecimpunctata howardi,,,"('DiabroticaUndecimpunctataHowardi-PHT',)","('DIABUH',)"
755,doradilla del cacahuate,es,,Diabrotica undecimpunctata howardi,,,"('DiabroticaUndecimpunctataHowardi-PHT',)","('DIABUH',)"
757,tartuguilla manchada,es,,Diabrotica undecimpunctata howardi,,,"('DiabroticaUndecimpunctataHowardi-PHT',)","('DIABUH',)"
759,corn budworm,en,,Diabrotica undecimpunctata undecimpunctata,,,"('SpodopteraFrugiperda-PHT', 'DiabroticaUndecimpunctataUndecimpunctata-PHT')","('DIABUN',)"
762,western spotted cucumber beetle,en,,Diabrotica undecimpunctata undecimpunctata,,,"('DiabroticaUndecimpunctataUndecimpunctata-PHT',)","('DIABUN',)"
764,escarabajo tortuguilla del espárago,es,,Diabrotica undecimpunctata undecimpunctata,,,"('DiabroticaUndecimpunctataUndecimpunctata-PHT',)","('DIABUN',)"
766,tortuguilla del espárago,es,,Diabrotica undecimpunctata undecimpunctata,,,"('DiabroticaUndecimpunctataUndecimpunctata-PHT',)","('DIABUN',)"
768,Mexican corn rootworm,en,,Diabrotica virgifera zeae,,,"('DiabroticaVirgiferaZeae-PHT',)","('DIABVZ',)"
770,Asian citrus psyllid,en,,Diaphorina citri,,,"('DiaphorinaCitriKuway-PHT',)","('DIAACI',)"
772,citrus psylla,en,,Diaphorina citri,,,"('TriozaErytreae-PHT',)","('DIAACI', 'TRIZER')"
773,citrus psylla,en,,Trioza erytreae,,,"('TriozaErytreae-PHT',)","('DIAACI', 'TRIZER')"
776,citrus psyllid,en,,Diaphorina citri,,,"('TriozaErytreae-PHT',)","('DIAACI', 'TRIZER')"
777,citrus psyllid,en,,Trioza erytreae,,,"('TriozaErytreae-PHT',)","('DIAACI', 'TRIZER')"
780,südostasiatischer Citrusblattfloh,de,,Diaphorina citri,,,"('DiaphorinaCitriKuway-PHT',)","('DIAACI',)"
782,Lewis spider mite,en,,Eotetranychus lewisi,,,"('EotetranychusLewisi-PHT',)","('EOTELE',)"
784,araña roja del duraznero,es,,Eotetranychus lewisi,,,"('EotetranychusLewisi-PHT',)","('EOTELE',)"
786,ácaro-da-poinsetia,pt,,Eotetranychus lewisi,,,"('EotetranychusLewisi-PHT',)","('EOTELE',)"
788,ácaro-do-pessegueiro,pt,,Eotetranychus lewisi,,,"('EotetranychusLewisi-PHT',)","('EOTELE',)"
790,Manchurian fruit moth,en,,Grapholita inopinata,,,"('GrapholitaInopinata-PHT',)","('CYDIIN',)"
792,cherry fruit worm,en,,Grapholita packardi,,,"('GrapholitaPackardi-PHT',)","('LASPPA',)"
794,phalène des cerises,fr,,Grapholita packardi,,,"('GrapholitaPackardi-PHT',)","('LASPPA',)"
796,palomilla de las cerezas,es,,Grapholita packardi,,,"('GrapholitaPackardi-PHT',)","('LASPPA',)"
798,lesser apple worm,en,,Grapholita prunivora,,,"('GrapholitaPrunivora-PHT',)","('LASPPR',)"
800,plum moth,en,,Grapholita prunivora,,,"('GrapholitaPrunivora-PHT',)","('LASPPR',)"
802,petite pyrale de la pomme,fr,,Grapholita prunivora,,,"('GrapholitaPrunivora-PHT',)","('LASPPR',)"
804,American bollworm,en,,Helicoverpa zea,,,"('HelicoverpaZea-PHT',)","('HELIZE',)"
806,American cotton bollworm,en,,Helicoverpa zea,,,"('HelicoverpaZea-PHT',)","('HELIZE',)"
808,corn earworm,en,,Helicoverpa zea,,,"('HelicoverpaZea-PHT',)","('HELIZE',)"
810,cotton bollworm,en,,Helicoverpa zea,,,"('HelicoverpaZea-PHT',)","('HELIZE',)"
812,New World bollworm,en,,Helicoverpa zea,,,"('HelicoverpaZea-PHT',)","('HELIZE',)"
814,tomato fruitworm,en,,Helicoverpa zea,,,"('HelicoverpaZea-PHT',)","('HELIZE',)"
816,amerikanischer Baumwollkapselwurm,de,,Helicoverpa zea,,,"('HelicoverpaZea-PHT',)","('HELIZE',)"
818,chenille des épis du maïs,fr,,Helicoverpa zea,,,"('HelicoverpaZea-PHT',)","('HELIZE',)"
820,noctuelle des tomates,fr,,Helicoverpa zea,,,"('HelicoverpaZea-PHT',)","('HELIZE',)"
822,ver de la capsule,fr,,Helicoverpa zea,,,"('HelicoverpaZea-PHT',)","('HELIZE',)"
824,gusano bellotero del algodón,es,,Helicoverpa zea,,,"('HelicoverpaZea-PHT',)","('HELIZE',)"
826,gusano de la mazorca del maíz,es,,Helicoverpa zea,,,"('HelicoverpaZea-PHT',)","('HELIZE',)"
828,isoca del maíz,es,,Helicoverpa zea,,,"('HelicoverpaZea-PHT',)","('HELIZE',)"
830,noctua del tomate,es,,Helicoverpa zea,,,"('HelicoverpaZea-PHT',)","('HELIZE',)"
832,elotide del cotone,it,,Helicoverpa zea,,,"('HelicoverpaZea-PHT',)","('HELIZE',)"
834,elotide del granturco,it,,Helicoverpa zea,,,"('HelicoverpaZea-PHT',)","('HELIZE',)"
836,elotide del pomodoro,it,,Helicoverpa zea,,,"('HelicoverpaZea-PHT',)","('HELIZE',)"
838,elotide del tomato,it,,Helicoverpa zea,,,"('HelicoverpaZea-PHT',)","('HELIZE',)"
840,nottua del granturco,it,,Helicoverpa zea,,,"('HelicoverpaZea-PHT',)","('HELIZE',)"
842,nottua gialla del granturco,it,,Helicoverpa zea,,,"('HelicoverpaZea-PHT',)","('HELIZE',)"
844,lagarta-das-espigas,pt,,Helicoverpa zea,,,"('HelicoverpaZea-PHT',)","('HELIZE',)"
846,Американская кукурузная совка,ru,,Helicoverpa zea,,,"('HelicoverpaZea-PHT',)","('HELIZE',)"
848,amerikansk bomuldsugle,da,,Helicoverpa zea,,,"('HelicoverpaZea-PHT',)","('HELIZE',)"
850,yesil kurt,tr,,Helicoverpa zea,,,"('HelicoverpaZea-PHT',)","('HELIZE',)"
852,tomato pinworm,en,,Keiferia lycopersicella,,,"('KeiferiaLycopersicella-PHT',)","('GNORLY',)"
854,mineuse de la tomate,fr,,Keiferia lycopersicella,,,"('KeiferiaLycopersicella-PHT',)","('GNORLY',)"
856,cogollero del tomate,es,,Keiferia lycopersicella,,,"('KeiferiaLycopersicella-PHT',)","('GNORLY',)"
858,enrollador de la hoja del tomate,es,,Keiferia lycopersicella,,,"('KeiferiaLycopersicella-PHT',)","('GNORLY',)"
